Title,Publisher,Description,Paid,Downloads,Views,Likes,Price,Link
BIRUG107071 - Grallator sp. - Theropod Footprint,Lapworth Museum of Geology,"['BIRUG107071 is a trace fossil of a theropod dinosaur. While the animal that made the footprint is unknown, trace fossils (ichnofossils) do receive similar nomenclature to organisms. This ichnofossil is Grallator sp. and only the ichnogenus has been determined, while the ichnospecies name has yet to be defined. ', 'Fossil footprints from dinosaurs, such as this one, better our understandings of dinosaurs and the animals that left these fossils behind. Although this is a single fossil it can tell palaeontologists where most of the force was applied when the track-maker took a step, which can help determine how they walked. If multiple tracks of the same animal are found, the gait, speed, and other behaviors can be determined. ', 'This specimen was collected from Burniston Wyke, North Yorkshire, England. This specimen was digitized with photogrammetry by Andy Jones, description by Jonathan Kimel.']",0,32,188,3,n/a,https://sketchfab.com/3d-models/birug107071-grallator-sp-theropod-footprint-2438ef8c0a6f46d98a17e625cb783f0b
Tylosaurus Skeleton (High Poly Count),Rag,"['One of three skeletons I’m doing for an assignment. This isn’t meant to be a game asset. Just something to practice accuratly creating form. I want to get all three finished in time, so when I was sculpting it. I tried to stick to only using dynamesh at 32 res. It isn’t super detailed, but gets the idea across.', 'Software used: Zbrushcore, Blender']",0,1363,5106,87,n/a,https://sketchfab.com/3d-models/tylosaurus-skeleton-high-poly-count-99b25bb528c34089845ea15058e7b5df
Trike skull,MikeBG,['Relatively low poly triceratops skull. Almost all quads; a few scattered triangles. Symmetrically uv mapped.'],0,530,1556,38,n/a,https://sketchfab.com/3d-models/trike-skull-a3ebe01959fb4023b50d58da6b41fa44
Hadrosaurid Fossil Egg,Peter Nox,"['Model of a hadrosaurid egg, Photogrammetry scan from']",0,5,15,1,n/a,https://sketchfab.com/3d-models/hadrosaurid-fossil-egg-c41ed29ca8be4938927bb7c937153095
Sarcosaurus woodii tibia,NHM_Imaging,"['Tibia of Sarcosaurus woodii. Sarcosaurus is an early-branching meat-eating (theropod) dinosaur from the Early Jurassic of Leicestershire and Warwickshire, UK.', 'NHM PVR 4840']",0,36,179,8,n/a,https://sketchfab.com/3d-models/sarcosaurus-woodii-tibia-ac07cb27de5649619f76c2dac5cfc198
Allosaurus Skull,MikeBG,['Custom-built Allosaurus skull.\nUpdated 6/17/21 (fixed the off-center rotation axis)'],1,n/a,8371,85,$65 ,https://sketchfab.com/3d-models/allosaurus-skull-3cfbb78bd4184bedbef2b7d849ab3c33
Tyrannosaurus rex Skeleton,Iofry,['A skeletal reconstruction of Tyrannosaurus rex with black approximate silhouette'],1,n/a,5190,75,$26 ,https://sketchfab.com/3d-models/tyrannosaurus-rex-skeleton-4752dcc095c84c6ab48459ef5f744298
Pterosaur,Benoît Rogez,"['Fossilized pterosaur 3D scanned using Agisoft Metashape at the Museum National d’Histoire Naturelle (MNHN), Paris, France.']",0,240,1153,60,n/a,https://sketchfab.com/3d-models/pterosaur-dbbfd31a8f324437ad6550b8d2c1b52e
Brachiosaurus,LessaB3D,"['Brachiosaurus (/ˌbrækiəˈsɔːrəs/) is a genus of sauropod dinosaur that lived in North America during the Late Jurassic, about 154 to 150 million years ago.[1] It was first described by American paleontologist Elmer S. Riggs in 1903 from fossils found in the Colorado River valley in western Colorado, United States. Riggs named the dinosaur Brachiosaurus altithorax; the generic name is Greek for “arm lizard”, in reference to its proportionately long arms, and the specific name means “deep chest”. Brachiosaurus is estimated to have been between 18 and 22 meters (59 and 72 ft) long; body mass estimates of the subadult holotype specimen range from 28.3 to 46.9 metric tons (31.2 and 51.7 short tons). It had a disproportionately long neck, small skull, and large overall size, all of which are typical for sauropods. Atypically, Brachiosaurus had longer forelimbs than hindlimbs, which resulted in a steeply inclined trunk, and a proportionally shorter tail.']",0,138,644,20,n/a,https://sketchfab.com/3d-models/brachiosaurus-df16972f71bb44a4804981bd262a1dbf
Eoraptor lunensis,Pomona Pictures,"['Dawn Dino…\n DigiMorph Staff, 2001, “Eoraptor lunensis” (On-line), Digital Morphology. Accessed September 11, 2021 at http://digimorph.org/specimens/Eoraptor_lunensis/']",0,183,1382,23,n/a,https://sketchfab.com/3d-models/eoraptor-lunensis-ef6e5b69a9db47639991b9a9116e4277
Mochlodon vorosi lower tooth / alsó fog,Hungarian Dinosaur Expedition,"['Mochlodon vorosi (MTM 2012.18.1)  (Ornithischia, Rhabdodontidae) lower tooth,\nfrom the Upper Cretaceous (Santonian) Csehbánya Formation (Iharkút, Hungary). ', 'Mochlodon vorosi (MTM 2012.18.1)  (Ornithischia, Rhabdodontidae) alsó fog,\nmely Iharkútról, a késő-kréta (santoni) korú Csehbányai Formáció rétegeiből került elő.', 'For more information about Mochlodon, see: \nhttps://magyardinoszaurusz.hu/mochlodon-vorosi/?lang=en', 'További információk a Mochlodonról: \nhttps://magyardinoszaurusz.hu/mochlodon-vorosi/', 'Digitized by Martin Segesdi / A modellt készítette: Segesdi Martin', '-', 'A Polyga Compact S1 surface scanner (0.04 mm accuracy) with FlexScan3D software was used for digitization in three dimensions. Raw model was treated with Geomagic Wrap (3D Systems, https://www.3dsystems.com).']",0,57,435,5,n/a,https://sketchfab.com/3d-models/mochlodon-vorosi-lower-tooth-also-fog-1e734a9bc9b8473eb09f367ab913d4f3
Pterosaure,GéoLab UniLaSalle,"['Phosphatodraco, Maastrichien, discovered in a quarry of phosphates of Morocco then sent to the United States for molding.\nFlying reptile of 2m long, one of the last pterosaurs before the great extinction.\nMolded skeleton scanned in paleolab (Morocco) and assembled on Blender.', 'https://www.musee-delapparent.com/\nhttps://www.youtube.com/c/GéoLabUniLaSalle\nhttps://www.linkedin.com/showcase/geolabunilasalle/']",0,1157,8318,84,n/a,https://sketchfab.com/3d-models/pterosaure-ca7db9cb6c3e4e7cab83acdb20a4352f
Old T-rex Reconstruction,🇧🇷 SamelCookies 🇧🇷,"['This model is inspired by the first representations of t-rex dating back to the 1900’s.', 'remember that what we consider most realistic can change at any time, as it has.', 'Tyrannosaurus is a genus of large theropod dinosaur. The species Tyrannosaurus rex (rex meaning “king” in Latin), often called T. rex or colloquially T-Rex, is one of the best represented theropods. It lived throughout what is now western North America, on what was then an island continent known as Laramidia. Tyrannosaurus had a much wider range than other tyrannosaurids. Fossils are found in a variety of rock formations dating to the Maastrichtian age of the Upper Cretaceous period, 68 to 66 million years ago. It was the last known member of the tyrannosaurids and among the last non-avian dinosaurs to exist before the Cretaceous–Paleogene extinction event.', '']",0,136,1007,20,n/a,https://sketchfab.com/3d-models/old-t-rex-reconstruction-0ff4376522e04c1788cdacbaa8e58d32
Trex Tooth,Ian Sayers,['A scan I took of a cast replica of a T-rex tooth with the Artec Space Spider. Processed at 0.2mm (half of maximum resolution).'],0,635,2957,37,n/a,https://sketchfab.com/3d-models/trex-tooth-8eef63088e3744ecb711957c21e7c8d3
Plate and Spine of Stegosaurus,EDDyLab @ULiege,"['(Fr)', 'Stegosaurus stenops est un dinosaure du Jurassique supérieur des Etats-Unis. Ce dinosaure possédait de grandes plaques et épines sur le dos et le long de la queue. ', 'Voici un modèle 3D d’une de ces plaques, réalisé en lumière blanche (précision ±1mm) et d’une épine, réalisé au scanner laser (précision 0.2mm), à partir d’un moulage (ULgPA 20538) appartenant aux collections de paléontologie de l’Université de de Liège http://eddylab.uliege.be.', '========', '(En)', 'Stegosaurus stenops is a dinosaur from the Late Jurassic of the USA. This dinosaur had large plates and spines on its back and along its tail.', 'Here is a 3D model of one of these plates, made in white light (precision ± 1mm) and of a spine, made with a laser scanner (precision 0.2mm), from a cast (ULgPA 20538) belonging to the collections of paleontology of the University of Liège http://eddylab.uliege.be.']",0,97,419,12,n/a,https://sketchfab.com/3d-models/plate-and-spine-of-stegosaurus-eb41d78673124b5abb38b4d40be73390
The hand of Iguanodon,EDDyLab @ULiege,"['(Fr)', 'Voici un modèle de la main droite du plus célèbre fossile de Belgique, Iguanodon! Remarquez le pouce en forme de pointe et le 5e doigt préhensile!', 'Ce modèle est un scan laser d’un moulage du spécimen r7 de Bernissart qui appartient aux collections de l’Institut Royal des Sciences Naturelles de Belgique.', '========', '(En)', 'Here is a model of the right hand of Belgium’s most famous fossil, Iguanodon! Note the thumb spike and the prehensile 5th digit!', 'This model is a laser scan of a cast of Bernissart’s r7 specimen which belongs to the collections of the Royal Belgian Institute of Natural Sciences.']",0,366,1819,57,n/a,https://sketchfab.com/3d-models/the-hand-of-iguanodon-cfca1395ddce40c3bdff2ffe8ece3f95
Tyrannosaurus Rex,FletchTech,['(Photogrammetry)T-Rex figure. Optimized & Game Ready'],1,n/a,1,13700,$3.99 ,https://sketchfab.com/3d-models/tyrannosaurus-rex-f8be2f9acb3144b5bb584179bd9113e3
Megalodon Tooth Cast 3D Scan,Laser Design,['3D Scan of Megalodon Tooth fossil cast. 3D scanned with Artec Space Spider 3D scanner. Time to scan: About 2 minutes. Time to process into full color model: about 15 minutes.'],0,102,437,10,n/a,https://sketchfab.com/3d-models/megalodon-tooth-cast-3d-scan-66212a4a46444319a972a0fee30d1211
"UW46894 - Allosaurus fragilis, vertebra",University of Wyoming Libraries,"['Taxonomy: Reptilia>Saurischia>Allosauridae>Allosaurus fragilis', 'Allosaurus fragilis was a species of theropod dinosaur known from the Jurassic of modern-day North America. All species of Allosaurus were large carnivores at 2.5 meters tall and nearly 9 meters long. Allosaurus fragilis is one of the most represented dinosaurs in the Morrison Formation, leading paleontologists to hypothesize that Allosaurus may have hunted in groups. One of the most popular Allosaurus specimens is Big Al, a sub-adult with numerous pathologies, which is on display in the University of Wyoming Geological Museum. This specimen shows a vertebra. ', 'Scanned with the David SLS-2']",0,126,460,9,n/a,https://sketchfab.com/3d-models/uw46894-allosaurus-fragilis-vertebra-5ef9b0732705457fa0edf482ec96fc22
Allosaurus Bone Fragment,MADD Designs,"['A photoscanned fossil bone fragment. Attributed to an Allosaurus.\nAppears to be partially agatized “gem bone”.', 'A solid model ready to 3D print.']",1,n/a,84,5,$4.99 ,https://sketchfab.com/3d-models/allosaurus-bone-fragment-774b2c2833cb4acf83251f38c71cc056
T-Rex Tooth Cast 3D Scan,Laser Design,['3D Scan of T-Rex Tooth fossil cast. 3D scanned with Artec Space Spider 3D scanner. Time to scan: About 2 minutes. Time to process into full color model: about 15 minutes.'],0,113,366,12,n/a,https://sketchfab.com/3d-models/t-rex-tooth-cast-3d-scan-038367bc9fc142a79df51a7c6f99bc37
Mochlodon vorosi dentary / alsó állkapocs,Hungarian Dinosaur Expedition,"['Mochlodon vorosi (MTM 2010.105.1)  (Ornithischia, Rhabdodontidae) left dentary,\nfrom the Upper Cretaceous (Santonian) Csehbánya Formation (Iharkút, Hungary). ', 'Mochlodon vorosi (MTM 2010.105.1)  (Ornithischia, Rhabdodontidae) alsó állkapcsának bal fele,\nmely Iharkútról, a késő-kréta (santoni) korú Csehbányai Formáció rétegeiből került elő.', 'For more information about Mochlodon, see: \nhttps://magyardinoszaurusz.hu/mochlodon-vorosi/?lang=en', 'További információk a Mochlodonról: \nhttps://magyardinoszaurusz.hu/mochlodon-vorosi/', 'Digitized by Martin Segesdi / A modellt készítette: Segesdi Martin', '-', 'A Polyga Compact S1 surface scanner (0.04 mm accuracy) with FlexScan3D software was used for digitization in three dimensions. Raw model was treated with Geomagic Wrap (3D Systems, https://www.3dsystems.com).']",0,25,202,4,n/a,https://sketchfab.com/3d-models/mochlodon-vorosi-dentary-also-allkapocs-6328f069dfcd4f6a809ff3e49ecb55ee
The hand of Iguanodon,EDDyLab @ULiege,"['(Fr)', 'Voici un modèle de la main droite du plus célèbre fossile de Belgique, Iguanodon! Remarquez le pouce en forme de pointe et le 5e doigt préhensile!', 'Ce modèle est un scan laser d’un moulage du spécimen r7 de Bernissart qui appartient aux collections de l’Institut Royal des Sciences Naturelles de Belgique.', '========', '(En)', 'Here is a model of the right hand of Belgium’s most famous fossil, Iguanodon! Note the thumb spike and the prehensile 5th digit!', 'This model is a laser scan of a cast of Bernissart’s r7 specimen which belongs to the collections of the Royal Belgian Institute of Natural Sciences.']",0,366,1819,57,n/a,https://sketchfab.com/3d-models/the-hand-of-iguanodon-cfca1395ddce40c3bdff2ffe8ece3f95
Gnathovorax Skull,Olof Moleman,"['Skull of the early dinosaur Gnathovorax cabreirai.', 'It’s a close relative of Herrerasaurus and lived during the Carnian of the Late Triassic some 233.23 million years ago. It was found in the Santa Maria Formation in Rio Grande do Sul, Brazil.', 'Specimen nr. CAPPA/UFSM 0009', 'Re-uploaded from MorphoMuseuM under the CC BY-NC 4.0 licence.', 'Citation:\nPacheco C., Müller R. T., Langer M. C., Pretto F. A., Kerber L., Dias da Silva S. ., 2019. 3D models related to the publication: Gnathovorax cabreirai: a new early dinosaur and the origin and initial radiation of predatory dinosaurs. MorphoMuseuM 5:e103. doi: 10.18563/journal.m3.103 ', 'https://peerj.com/articles/7963/']",0,84,588,10,n/a,https://sketchfab.com/3d-models/gnathovorax-skull-f1a37a8f6a534a2191b1f6f0c7299d69
Dinosaur Track (VCU_3D_3439),Virtual Curation Lab,"['This fossil from near Culpepper,  Virginia, was 3-D scanned with a Go!Scan 50 at Roanoke College on March 31, 2018, during a 3-D printing and 3-D scanning workshop organized by Dr. DorothyBelle Poli and conducted by Dr. Bernard K. Means. Courtesy of the Virginia Museum of Natural History which has made the file downloadable for non-commercial educational uses.']",0,13,95,1,n/a,https://sketchfab.com/3d-models/dinosaur-track-vcu-3d-3439-6f962721b1dc4254b59722adbb025f4b
"Fossil Footprint, Whitby",PeterFalkingham,"['Medium sized ornithopod(?) footprint, found in Saltwick bay, Whitby.', 'Made via photogrammetry using MeshRoom']",0,11,140,1,n/a,https://sketchfab.com/3d-models/fossil-footprint-whitby-1835c29476644e29bc831f45f6bfb909
Smithsonian Wankel Rex undistorted,MikeBG,['Tyrannosaur skull based the Smithsonian T-rex skull to remove distortions and make it symmetrical. Updated 6/17/2021 (fixed the off-center rotation axis)'],1,n/a,6631,45,$65 ,https://sketchfab.com/3d-models/smithsonian-wankel-rex-undistorted-62c596640dad4f15b36e751225bf6fca
Dimetrodon Skull - Early Permian,MSU GGP,"['This skull  is a Dimetrodon  species (species unknown).  The Dimetrodons  lived in the Early Permian around 295-272 million years ago.  Most fossils come from the southwestern US and Germany.  Dimetrodons lived in the Permian, which occured prior to the beginning of the Mesozoic Era, which marks the appearance of dinosaurs.  In fact, Dimetrodons are more closely related to mammanls than to modern reptiles.  Description condensed from Wikipedia  with links to Wikimedia images.']",0,266,1866,24,n/a,https://sketchfab.com/3d-models/dimetrodon-skull-early-permian-9f40f924c9ba455d9ed3b81a708481f1
